ipo_id,name,segment,price_band_low,price_band_high,lot_size,issue_size_cr,ofs_fraction,open_date,close_date,listing_date,qib_sub,nii_sub,retail_sub,total_sub,issue_pe,peer_median_pe,promoter_litigation,listing_open,listing_close
MEDANTA-2022-11-16,Global Health Limited,mainboard,319.0,336.0,,,,2022-11-03,2022-11-07,2022-11-16,28.640411152610685,4.019530672994792,0.8846968920505048,9.584139384208303,,,false,401.0,415.3
FIVESTAR-2022-11-21,FiveStar Business Finance Limited,mainboard,450.0,474.0,,,,2022-11-09,2022-11-11,2022-11-21,1.7731297149440508,0.6140831273389609,0.11453611680132958,0.6954657301267613,,,false,468.8,490.0
ACI-2022-11-21,Archean Chemical Industries Limited,mainboard,386.0,407.0,,,,2022-11-09,2022-11-11,2022-11-21,,,,0.0,,,false,450.0,458.15
KAYNES-2022-11-22,Kaynes Technology India Limited,mainboard,559.0,587.0,,,,2022-11-10,2022-11-14,2022-11-22,98.47112816906804,21.206410155249134,4.100254632369411,34.15960809325779,,,false,778.0,689.95
INOXGREEN-2022-11-23,Inox Green Energy Services Limited,mainboard,61.0,65.0,,,,2022-11-11,2022-11-15,2022-11-23,1.0472636800882973,0.47373370180264895,4.699140155502196,1.5548239385587603,,,false,60.0,59.1
RUSTOMJEE-2022-11-24,Keystone Realtors Limited,mainboard,514.0,541.0,,,,2022-11-14,2022-11-16,2022-11-24,3.8359465051221946,3.0301535848056758,0.5271268330261667,2.008866704333027,,,false,555.0,556.85
DHARMAJ-2022-12-08,Dharmaj Crop Guard Limited,mainboard,216.0,237.0,,,,2022-11-28,2022-11-30,2022-12-08,48.21328972054243,52.28981449072454,21.53141657082854,35.487172703322976,,,false,266.05,266.3
UNIPARTS-2022-12-12,Uniparts India Limited,mainboard,548.0,577.0,,,,2022-11-30,2022-12-02,2022-12-12,67.1360932996546,17.86057077041208,4.626732206412715,25.322369433461965,,,false,575.0,539.65
SULA-2022-12-22,Sula Vineyards Limited,mainboard,340.0,357.0,,,,2022-12-12,2022-12-14,2022-12-22,4.133842716110054,1.508878634376518,1.64712582417384,2.3279919270846055,,,false,361.0,331.2
LANDMARK-2022-12-23,Landmark Cars Limited,mainboard,481.0,506.0,,,,2022-12-13,2022-12-15,2022-12-23,8.713350277447873,1.3170287988965805,0.586726044463511,3.064723777808589,,,false,471.0,458.4
AHL-2022-12-23,Abans Holdings Limited,mainboard,256.0,270.0,,,,2022-12-12,2022-12-15,2022-12-23,4.09951953125,1.4760625,0.4045651041666667,1.095509765625,,,false,273.0,218.4
KFINTECH-2022-12-29,KFin Technologies Limited,mainboard,347.0,366.0,,,,2022-12-19,2022-12-21,2022-12-29,4.167599454053345,0.2346337198605399,1.3647928201526522,2.585371362572326,,,false,367.0,363.85
ELIN-2022-12-30,Elin Electronics Limited,mainboard,234.0,247.0,,,,2022-12-20,2022-12-22,2022-12-30,4.508353071463197,3.291471652803454,2.201736232656358,3.0942842991245363,,,false,244.0,227.65
RADIANTCMS-2023-01-04,Radiant Cash Management Services Limited,mainboard,94.0,99.0,,,,2022-12-23,2022-12-27,2023-01-04,1.0124317335409265,0.659629955965124,0.2053195477085866,0.5332752459221088,,,false,103.0,104.9
DIVGIITTS-2023-03-14,Divgi TorqTransfer Systems Limited,mainboard,560.0,590.0,,,,2023-03-01,2023-03-03,2023-03-14,7.833849034706289,1.3962126931376657,4.306709004465225,5.436832994950284,,,false,620.0,605.2
AVALON-2023-04-18,Avalon Technologies Limited,mainboard,415.0,436.0,,,,2023-04-03,2023-04-06,2023-04-18,3.566899279899031,0.40822771753123693,0.8408745802622128,2.2098027417306607,,,false,436.0,398.0
RADIOCITY-2023-04-20,Music Broadcast Limited,mainboard,324.0,333.0,,,,2017-03-06,2017-03-08,2023-04-20,39.78,109.13,9.85,39.67,,,false,11.5,11.25
MANKIND-2023-05-09,Mankind Pharma Limited,mainboard,1026.0,1080.0,,,,2023-04-25,2023-04-27,2023-05-09,49.156946861548306,3.798205706371643,0.9169394796055745,15.31721269195689,,,false,1300.0,1422.3
IKIO-2023-06-16,IKIO Lighting Limited,mainboard,270.0,285.0,,,,2023-06-06,2023-06-08,2023-06-16,163.58163782894985,63.35345710734281,13.862827510782113,66.29557213134933,,,false,392.5,403.85
HMAAGRO-2023-07-04,HMA Agro Industries Limited,mainboard,555.0,585.0,,,,2023-06-20,2023-06-23,2023-07-04,,,,0.0,,,false,625.0,585.65
IDEAFORGE-2023-07-07,Ideaforge Technology Limited,mainboard,638.0,672.0,,,,2023-06-26,2023-06-30,2023-07-07,125.80553635298007,80.58342620444405,85.20372538900061,106.06347994243762,,,false,1300.0,1294.95
CYIENTDLM-2023-07-10,Cyient DLM Limited,mainboard,250.0,265.0,,,,2023-06-27,2023-06-30,2023-07-10,90.44444829578279,45.05094858463316,49.21994800693241,67.30797191211687,,,false,403.0,420.6
SENCO-2023-07-14,Senco Gold Limited,mainboard,301.0,317.0,,,,2023-07-04,2023-07-06,2023-07-14,180.93765542387519,64.98731737480509,15.457058179747232,73.35083557508476,,,false,430.0,405.3
UTKARSHBNK-2023-07-21,Utkarsh Small Finance Bank Limited,mainboard,23.0,25.0,,,,2023-07-12,2023-07-14,2023-07-21,124.85453893851236,81.64254883000778,72.10661740670677,101.91177910024945,,,false,40.0,48.0
NETWEB-2023-07-27,Netweb Technologies India Limited,mainboard,475.0,500.0,,,,2023-07-17,2023-07-19,2023-07-27,228.91289477388398,81.80550636219661,19.15137610077697,90.35848432545438,,,false,947.0,910.4
YATHARTH-2023-08-07,Yatharth Hospital and Trauma Care Services Limited,mainboard,285.0,300.0,,,,2023-07-26,2023-07-28,2023-08-07,85.0971782069734,37.221386635206045,8.34237596256171,36.156075168017,,,false,306.1,333.85
SBFC-2023-08-16,SBFC Finance Limited,mainboard,54.0,57.0,,,,2023-08-03,2023-08-07,2023-08-16,192.89498740811453,49.0916711308204,10.987855361357518,70.16302786870267,,,false,82.0,92.2
CONCORDBIO-2023-08-18,Concord Biotech Limited,mainboard,705.0,741.0,,,,2023-08-04,2023-08-08,2023-08-18,67.66811932691549,16.990681301532376,3.781512111434238,24.865101986170597,,,false,900.05,942.8
TVSSCS-2023-08-23,TVS Supply Chain Solutions Limited,mainboard,187.0,197.0,,,,2023-08-10,2023-08-14,2023-08-23,1.3532751665774627,2.354356265604272,7.609545398093901,2.7830043671577855,,,false,207.05,201.0
AEROFLEX-2023-08-31,Aeroflex Industries Limited,mainboard,102.0,108.0,,,,2023-08-22,2023-08-24,2023-08-31,194.73163185156034,126.13391012362659,34.40941055315469,97.10872759093323,,,false,190.0,163.25
VPRPL-2023-09-05,Vishnu Prakash R Punglia Limited,mainboard,94.0,99.0,,,,2023-08-24,2023-08-28,2023-09-05,171.69247572815533,111.03462783171521,32.014951456310676,87.81748974008208,,,false,165.0,145.7
RISHABH-2023-09-11,Rishabh Instruments Limited,mainboard,418.0,441.0,,,,2023-08-30,2023-09-01,2023-09-11,72.54015236061915,31.289681063469214,8.441514096810327,31.65144652218261,,,false,460.05,443.15
CREDITACC-2023-09-11,CreditAccess Grameen Limited,mainboard,1000.0,1000.0,,,,2023-08-24,2023-09-01,2023-09-11,5.52,0.98,0.88,2.22,,,false,1442.0,1460.95
JLHL-2023-09-18,Jupiter Life Line Hospitals Limited,mainboard,695.0,735.0,,,,2023-09-06,2023-09-08,2023-09-18,187.32291561309464,34.750324799554996,7.725496745744462,63.722439791417585,,,false,973.0,1075.75
RRKABEL-2023-09-20,R R Kabel Limited,mainboard,983.0,1035.0,,,,2023-09-13,2023-09-15,2023-09-20,52.256750483876914,13.230591898065182,2.1266002114452185,18.689235866423854,,,false,1180.0,1198.05
EMSLIMITED-2023-09-21,EMS Limited,mainboard,200.0,211.0,,,,2023-09-08,2023-09-12,2023-09-21,153.02469096503083,82.32046145999134,29.79035147749729,75.28270910840588,,,false,282.05,279.9
SAMHI-2023-09-22,SAMHI Hotels Limited,mainboard,119.0,126.0,,,,2023-09-14,2023-09-18,2023-09-22,8.818408933246463,1.2240360794237088,1.1084223738028394,5.325552710993254,,,false,134.5,143.4
ZAGGLE-2023-09-22,Zaggle Prepaid Ocean Services Limited,mainboard,156.0,164.0,,,,2023-09-14,2023-09-18,2023-09-22,16.73237696620942,8.846293301313564,5.93529656793717,12.567190643067402,,,false,164.0,158.35
KALAMANDIR-2023-09-27,Sai Silks (Kalamandir) Limited,mainboard,210.0,222.0,,,,2023-09-20,2023-09-22,2023-09-27,12.34736699774975,2.4711488567384112,0.8807820715576733,4.40308640664918,,,false,231.0,244.9
SIGNATURE-2023-09-27,Signatureglobal (India) Limited,mainboard,366.0,385.0,,,,2023-09-20,2023-09-22,2023-09-27,12.707465312461942,13.53681642808701,6.817017500319623,11.883193533226674,,,false,444.0,458.55
YATRA-2023-09-28,Yatra Online Limited,mainboard,135.0,142.0,,,,2023-09-15,2023-09-20,2023-09-28,2.053133146657174,0.4158523020358597,2.1072610478181772,1.6124315162038727,,,false,127.5,135.9
JSWINFRA-2023-10-03,JSW Infrastructure Limited,mainboard,113.0,119.0,,,,2023-09-25,2023-09-27,2023-10-03,57.08782311475241,15.986063925015781,10.31764808579412,37.37458446267906,,,false,143.0,157.3
MVGJL-2023-10-03,Manoj Vaibhav Gems N Jewellers Limited,mainboard,204.0,215.0,,,,2023-09-22,2023-09-26,2023-10-03,1.056768229778851,5.178693948123279,1.6617425360701785,2.248404063563793,,,false,215.0,215.5
UDS-2023-10-04,Updater Services Limited,mainboard,280.0,300.0,,,,2023-09-25,2023-09-27,2023-10-04,4.48224029881602,0.849812002128718,1.3865611640822753,2.8954377412864782,,,false,285.0,283.9
IRMENERGY-2023-10-26,IRM ENERGY LIMITED,mainboard,480.0,505.0,,,,2023-10-18,2023-10-20,2023-10-26,44.72606103552532,48.34414714033762,9.286732534283555,27.052632200188857,,,false,477.25,473.15
BLUEJET-2023-11-01,Blue Jet Healthcare Limited,mainboard,329.0,346.0,,,,2023-10-25,2023-10-27,2023-11-01,13.722628757644586,13.592419677970689,2.2378317811018276,7.952328323728801,,,false,380.0,413.4
CELLO-2023-11-06,Cello World Limited,mainboard,617.0,648.0,,,,2023-10-30,2023-11-01,2023-11-06,108.5675718031174,24.422143312003488,3.056771367320472,38.90475817932116,,,false,829.0,791.7
HONASA-2023-11-07,Honasa Consumer Limited,mainboard,308.0,324.0,,,,2023-10-31,2023-11-02,2023-11-07,11.50442037444696,4.0231022041664755,1.3464995716685415,7.613941397076781,,,false,330.0,337.1
ASKAUTOLTD-2023-11-15,ASK Automotive Limited,mainboard,268.0,282.0,,,,2023-11-07,2023-11-09,2023-11-15,142.4059817614255,35.47297128824276,5.702095374612548,51.13982056209346,,,false,303.3,310.1
FEDFINA-2023-11-30,Fedbank Financial Services Limited,mainboard,133.0,140.0,,,,2023-11-22,2023-11-24,2023-11-30,3.5066839034566897,1.4507045122755,1.8248410452385537,2.199660841225342,,,false,138.0,140.25
GANDHAR-2023-11-30,Gandhar Oil Refinery (India) Limited,mainboard,160.0,169.0,,,,2023-11-22,2023-11-24,2023-11-30,129.0005398125231,62.230049836913004,28.94878571543831,64.06588344723248,,,false,298.0,301.4
TATATECH-2023-11-30,Tata Technologies Limited,mainboard,475.0,500.0,,,,2023-11-22,2023-11-24,2023-11-30,203.405350256585,62.110047649103976,16.50329866546711,69.43254052863955,,,false,1200.0,1313.0
FLAIR-2023-12-01,Flair Writing Industries Limited,mainboard,288.0,304.0,,,,2023-11-22,2023-11-24,2023-12-01,115.59757210448046,33.37165865695162,13.00667166671639,46.68227209691569,,,false,501.0,450.9
INDIASHLTR-2023-12-20,India Shelter Finance Corporation Limited,mainboard,469.0,493.0,,,,2023-12-13,2023-12-15,2023-12-20,89.69876137129314,28.508087514359868,9.949205067343932,36.71169941077412,,,false,620.0,544.7
